timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1530123888460,122,HTTP Request,200,OK,Thread Group 1-32,text,true,,140,208,54,54,122,0,0
1530123888443,143,HTTP Request,200,OK,Thread Group 1-53,text,true,,140,208,54,54,143,0,18
1530123888465,124,HTTP Request,200,OK,Thread Group 1-49,text,true,,140,208,55,55,124,0,0
1530123888465,127,HTTP Request,200,OK,Thread Group 1-13,text,true,,140,208,55,55,127,0,0
1530123887969,628,HTTP Request,200,OK,Thread Group 1-19,text,true,,140,208,55,55,628,0,21
1530123888301,311,HTTP Request,200,OK,Thread Group 1-22,text,true,,140,208,55,55,311,0,166
1530123888466,154,HTTP Request,200,OK,Thread Group 1-27,text,true,,140,208,55,55,154,0,0
1530123888464,157,HTTP Request,200,OK,Thread Group 1-20,text,true,,140,208,55,55,157,0,0
1530123888298,324,HTTP Request,200,OK,Thread Group 1-51,text,true,,140,208,55,55,324,0,164
1530123888468,316,HTTP Request,200,OK,Thread Group 1-17,text,true,,140,208,57,57,316,0,0
1530123888467,317,HTTP Request,200,OK,Thread Group 1-21,text,true,,140,208,57,57,317,0,0
1530123888467,317,HTTP Request,200,OK,Thread Group 1-6,text,true,,140,208,57,57,317,0,0
1530123888574,210,HTTP Request,200,OK,Thread Group 1-8,text,true,,140,208,57,57,210,0,0
1530123888574,210,HTTP Request,200,OK,Thread Group 1-5,text,true,,140,208,57,57,210,0,0
1530123888467,317,HTTP Request,200,OK,Thread Group 1-9,text,true,,140,208,57,57,317,0,0
1530123888574,211,HTTP Request,200,OK,Thread Group 1-34,text,true,,140,208,57,57,211,0,0
1530123888466,320,HTTP Request,200,OK,Thread Group 1-46,text,true,,140,208,57,57,320,0,0
1530123888577,209,HTTP Request,200,OK,Thread Group 1-16,text,true,,140,208,57,57,209,0,0
1530123888575,213,HTTP Request,200,OK,Thread Group 1-42,text,true,,140,208,57,57,213,0,0
1530123888004,784,HTTP Request,200,OK,Thread Group 1-2,text,true,,140,208,57,57,784,0,0
